scenario_id,destination,data_grade,approved,purpose,role,device_trust,source_object_id,content_json,expected_baseline,expected_proposed,mode,experiment_run_id,run_id,attempt_id,status_code,actual,expected,matches_expected,latency_ms,error
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,12,C01-r012,200,allow,allow,true,5.349500,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,13,C01-r013,200,allow,allow,true,6.926400,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,14,C01-r014,200,allow,allow,true,6.152100,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,15,C01-r015,200,allow,allow,true,5.363600,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,16,C01-r016,200,allow,allow,true,6.865100,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,17,C01-r017,200,allow,allow,true,7.355200,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,18,C01-r018,200,allow,allow,true,6.445000,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,19,C01-r019,200,allow,allow,true,7.726400,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,20,C01-r020,200,allow,allow,true,6.174800,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,21,C01-r021,200,allow,allow,true,6.229700,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,22,C01-r022,200,allow,allow,true,7.460900,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,23,C01-r023,200,allow,allow,true,7.228100,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,24,C01-r024,200,allow,allow,true,5.545200,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,25,C01-r025,200,allow,allow,true,7.306000,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,26,C01-r026,200,allow,allow,true,5.932600,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,27,C01-r027,200,allow,allow,true,6.137900,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,28,C01-r028,200,allow,allow,true,7.809000,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,29,C01-r029,200,allow,allow,true,6.498300,
C01,public,O,true,public_disclosure,publisher,trusted,OBJ-O-001,"{""statistic"": ""aggregate delinquency rate"", ""value"": 3.2}",allow,allow,baseline,baseline-20260814T012903Z,30,C01-r030,200,allow,allow,true,8.999600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,1,C02-r001,200,allow,allow,true,6.881600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,2,C02-r002,200,allow,allow,true,6.772200,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,3,C02-r003,200,allow,allow,true,8.124800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,4,C02-r004,200,allow,allow,true,6.897500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,5,C02-r005,200,allow,allow,true,7.010000,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,6,C02-r006,200,allow,allow,true,7.571300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,7,C02-r007,200,allow,allow,true,7.269400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,8,C02-r008,200,allow,allow,true,9.066800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,9,C02-r009,200,allow,allow,true,6.003500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,10,C02-r010,200,allow,allow,true,6.346600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,11,C02-r011,200,allow,allow,true,7.122000,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,12,C02-r012,200,allow,allow,true,8.900200,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,13,C02-r013,200,allow,allow,true,5.603900,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,14,C02-r014,200,allow,allow,true,9.717000,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,15,C02-r015,200,allow,allow,true,5.910300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,16,C02-r016,200,allow,allow,true,6.895800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,17,C02-r017,200,allow,allow,true,7.112500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,18,C02-r018,200,allow,allow,true,6.217300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,19,C02-r019,200,allow,allow,true,7.819800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,20,C02-r020,200,allow,allow,true,5.710300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,21,C02-r021,200,allow,allow,true,6.273600,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,22,C02-r022,200,allow,allow,true,7.327100,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,23,C02-r023,200,allow,allow,true,6.847900,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,24,C02-r024,200,allow,allow,true,7.048400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,25,C02-r025,200,allow,allow,true,6.533400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,26,C02-r026,200,allow,allow,true,8.512300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,27,C02-r027,200,allow,allow,true,7.073400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,28,C02-r028,200,allow,allow,true,6.613700,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,29,C02-r029,200,allow,allow,true,5.904700,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,baseline,baseline-20260814T012903Z,30,C02-r030,200,allow,allow,true,7.551800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,1,C03-r001,200,allow,allow,true,5.937700,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,2,C03-r002,200,allow,allow,true,7.834000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,3,C03-r003,200,allow,allow,true,6.467200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,4,C03-r004,200,allow,allow,true,6.813200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,5,C03-r005,200,allow,allow,true,6.344500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,6,C03-r006,200,allow,allow,true,6.826600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,7,C03-r007,200,allow,allow,true,6.225300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,8,C03-r008,200,allow,allow,true,7.331000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,9,C03-r009,200,allow,allow,true,6.643000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,10,C03-r010,200,allow,allow,true,7.324500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,11,C03-r011,200,allow,allow,true,5.998200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,12,C03-r012,200,allow,allow,true,6.274600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,13,C03-r013,200,allow,allow,true,8.466000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,14,C03-r014,200,allow,allow,true,6.012800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,15,C03-r015,200,allow,allow,true,8.269100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,16,C03-r016,200,allow,allow,true,8.826700,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,17,C03-r017,200,allow,allow,true,10.640000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,18,C03-r018,200,allow,allow,true,10.592100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,19,C03-r019,200,allow,allow,true,8.428300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,20,C03-r020,200,allow,allow,true,6.958500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,21,C03-r021,200,allow,allow,true,7.728300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,22,C03-r022,200,allow,allow,true,7.041300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,23,C03-r023,200,allow,allow,true,6.999300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,24,C03-r024,200,allow,allow,true,8.564300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,25,C03-r025,200,allow,allow,true,7.306100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,26,C03-r026,200,allow,allow,true,6.759100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,27,C03-r027,200,allow,allow,true,9.739100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,28,C03-r028,200,allow,allow,true,7.198800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,29,C03-r029,200,allow,allow,true,7.555500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,baseline,baseline-20260814T012903Z,30,C03-r030,200,allow,allow,true,6.599100,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,1,C04-r001,200,allow,allow,true,6.156400,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,2,C04-r002,200,allow,allow,true,7.702200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,3,C04-r003,200,allow,allow,true,6.589400,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,4,C04-r004,200,allow,allow,true,7.923200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,5,C04-r005,200,allow,allow,true,7.221600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,6,C04-r006,200,allow,allow,true,6.348800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,7,C04-r007,200,allow,allow,true,8.522700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,8,C04-r008,200,allow,allow,true,6.637400,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,9,C04-r009,200,allow,allow,true,7.232800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,10,C04-r010,200,allow,allow,true,7.029700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,11,C04-r011,200,allow,allow,true,7.026900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,12,C04-r012,200,allow,allow,true,7.310300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,13,C04-r013,200,allow,allow,true,6.086800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,14,C04-r014,200,allow,allow,true,7.017200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,15,C04-r015,200,allow,allow,true,7.390900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,16,C04-r016,200,allow,allow,true,6.584000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,17,C04-r017,200,allow,allow,true,7.162900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,18,C04-r018,200,allow,allow,true,7.455300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,19,C04-r019,200,allow,allow,true,6.133000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,20,C04-r020,200,allow,allow,true,5.905200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,21,C04-r021,200,allow,allow,true,7.543500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,22,C04-r022,200,allow,allow,true,5.796400,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,23,C04-r023,200,allow,allow,true,7.714600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,24,C04-r024,200,allow,allow,true,5.841200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,25,C04-r025,200,allow,allow,true,5.947800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,26,C04-r026,200,allow,allow,true,14.674700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,27,C04-r027,200,allow,allow,true,7.133700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,28,C04-r028,200,allow,allow,true,6.560600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,29,C04-r029,200,allow,allow,true,9.684500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,baseline,baseline-20260814T012903Z,30,C04-r030,200,allow,allow,true,5.594500,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,1,C05-r001,403,deny,deny,true,7.557100,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,2,C05-r002,403,deny,deny,true,6.271900,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,3,C05-r003,403,deny,deny,true,5.553900,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,4,C05-r004,403,deny,deny,true,7.432000,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,5,C05-r005,403,deny,deny,true,5.964500,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,6,C05-r006,403,deny,deny,true,6.638800,
C05,public,O,false,public_disclosure,publisher,trusted,OBJ-O-004,"{""statistic"": ""unapproved draft""}",deny,deny,baseline,baseline-20260814T012903Z,7,C05-r007,403,deny,deny,true,6.515800,
