scenario_id,destination,data_grade,approved,purpose,role,device_trust,source_object_id,content_json,expected_broad_policy,expected_finegrained_policy,mode,experiment_run_id,run_id,attempt_id,status_code,actual,expected,matches_expected,latency_ms,error
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,24,C02-r024,200,allow,allow,true,8.309300,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,25,C02-r025,200,allow,allow,true,5.663400,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,26,C02-r026,200,allow,allow,true,7.513200,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,27,C02-r027,200,allow,allow,true,6.966500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,28,C02-r028,200,allow,allow,true,6.852500,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,29,C02-r029,200,allow,allow,true,6.709800,
C02,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-002,"{""task"": ""summarize approved public report""}",allow,allow,segmentation_only,segmentation_only-20260814T155332Z,30,C02-r030,200,allow,allow,true,8.198000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,1,C03-r001,200,allow,allow,true,5.811900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,2,C03-r002,200,allow,allow,true,7.441500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,3,C03-r003,200,allow,allow,true,7.096900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,4,C03-r004,200,allow,allow,true,5.911700,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,5,C03-r005,200,allow,allow,true,7.469200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,6,C03-r006,200,allow,allow,true,9.189900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,7,C03-r007,200,allow,allow,true,6.221100,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,8,C03-r008,200,allow,allow,true,5.949900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,9,C03-r009,200,allow,allow,true,7.796900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,10,C03-r010,200,allow,allow,true,5.706400,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,11,C03-r011,200,allow,allow,true,8.080800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,12,C03-r012,200,allow,allow,true,6.188500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,13,C03-r013,200,allow,allow,true,6.293300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,14,C03-r014,200,allow,allow,true,7.860300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,15,C03-r015,200,allow,allow,true,6.888400,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,16,C03-r016,200,allow,allow,true,6.837500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,17,C03-r017,200,allow,allow,true,7.802700,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,18,C03-r018,200,allow,allow,true,6.664000,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,19,C03-r019,200,allow,allow,true,6.769200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,20,C03-r020,200,allow,allow,true,7.538500,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,21,C03-r021,200,allow,allow,true,6.138200,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,22,C03-r022,200,allow,allow,true,7.936600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,23,C03-r023,200,allow,allow,true,6.502300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,24,C03-r024,200,allow,allow,true,7.304900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,25,C03-r025,200,allow,allow,true,6.033400,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,26,C03-r026,200,allow,allow,true,7.486800,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,27,C03-r027,200,allow,allow,true,6.096900,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,28,C03-r028,200,allow,allow,true,5.876600,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,29,C03-r029,200,allow,allow,true,8.101300,
C03,public,S,true,public_disclosure,publisher,trusted,OBJ-S-001,"{""internal_review"": ""confidential supervisory note""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,30,C03-r030,200,allow,allow,true,6.905300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,1,C04-r001,200,allow,allow,true,7.088900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,2,C04-r002,200,allow,allow,true,7.708800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,3,C04-r003,200,allow,allow,true,9.445200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,4,C04-r004,200,allow,allow,true,6.299500,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,5,C04-r005,200,allow,allow,true,7.163200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,6,C04-r006,200,allow,allow,true,6.406800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,7,C04-r007,200,allow,allow,true,8.359800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,8,C04-r008,200,allow,allow,true,6.267100,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,9,C04-r009,200,allow,allow,true,7.402200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,10,C04-r010,200,allow,allow,true,6.025800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,11,C04-r011,200,allow,allow,true,6.055300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,12,C04-r012,200,allow,allow,true,7.566300,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,13,C04-r013,200,allow,allow,true,5.667200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,14,C04-r014,200,allow,allow,true,8.512600,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,15,C04-r015,200,allow,allow,true,6.555800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,16,C04-r016,200,allow,allow,true,6.763000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,17,C04-r017,200,allow,allow,true,7.337800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,18,C04-r018,200,allow,allow,true,6.961800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,19,C04-r019,200,allow,allow,true,6.921900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,20,C04-r020,200,allow,allow,true,8.266000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,21,C04-r021,200,allow,allow,true,7.413000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,22,C04-r022,200,allow,allow,true,7.924800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,23,C04-r023,200,allow,allow,true,6.699700,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,24,C04-r024,200,allow,allow,true,7.434200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,25,C04-r025,200,allow,allow,true,6.628900,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,26,C04-r026,200,allow,allow,true,14.280800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,27,C04-r027,200,allow,allow,true,8.220000,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,28,C04-r028,200,allow,allow,true,7.144200,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,29,C04-r029,200,allow,allow,true,6.195800,
C04,external_ai,O,true,approved_ai_use,ai_user,trusted,OBJ-O-003,"{""resident_id"": ""900101-1234567"", ""task"": ""summarize""}",allow,deny,segmentation_only,segmentation_only-20260814T155332Z,30,C04-r030,200,allow,allow,true,7.250200,
